level,word,quiz_sentence
4,onomatopoeia,The <blank> had made the comic strip vivid.
4,onomatopoeia,She had explained the <blank> to the class.
4,onomatopoeia,The <blank> of the word had been perfect.
4,onomatopoeia,His <blank> had been the splash of the wave.
4,onomatopoeia,The <blank> had added humour to the story.
4,onomatopoeia,She had collected examples of <blank> for her essay.
4,onomatopoeia,The <blank> had been lost in translation.
4,opportunist,The <blank> had seized the moment.
4,opportunist,She had been accused of being an <blank>.
4,opportunist,His <blank> instincts had served him well.
4,opportunist,The <blank> had taken advantage of the chaos.
4,opportunist,She had condemned the <blank> behaviour of the press.
4,opportunist,The <blank> had switched sides when it suited him.
4,opportunist,His <blank> politics had been noted.
4,opportunist,The <blank> had been in the right place at the right time.
4,opportunist,She had refused to be an <blank>.
4,opportunist,The <blank> had been rewarded with a promotion.
4,orthodontist,The <blank> had fitted her with braces.
4,orthodontist,She had been referred to an <blank> by her dentist.
4,orthodontist,His <blank> had recommended two years of treatment.
4,orthodontist,The <blank> had a surgery in the high street.
4,orthodontist,She had visited the <blank> every month.
4,orthodontist,The <blank> had explained the procedure.
4,orthodontist,His <blank> had corrected the alignment.
4,orthodontist,The <blank> had been recommended by her teacher.
4,orthodontist,She had become an <blank> after her own treatment.
4,orthodontist,The <blank> had given her a dazzling smile.
4,ostentatious,The <blank> display of wealth had offended many.
4,ostentatious,She had found his <blank> lifestyle vulgar.
4,ostentatious,His <blank> jewellery had drawn stares.
4,ostentatious,The <blank> mansion had been built to impress.
4,ostentatious,She had avoided <blank> gestures.
4,ostentatious,The <blank> charity had been for show.
4,ostentatious,His <blank> generosity had been noted.
4,ostentatious,The <blank> funeral had been the talk of the town.
4,ostentatious,She had been put off by the <blank> decor.
4,ostentatious,The <blank> entrance had been deliberate.
4,outrageous,The <blank> claim had been denied at once.
4,outrageous,She had been shocked by his <blank> behaviour.
4,outrageous,His <blank> suggestion had been laughed out of the room.
4,outrageous,The <blank> price had been reduced after complaints.
4,outrageous,She had worn an <blank> hat to the wedding.
4,outrageous,The <blank> lie had been exposed in the press.
4,outrageous,His <blank> conduct had been reported to the board.
4,outrageous,The <blank> costume had won first prize.
4,outrageous,She had made an <blank> demand and had got it.
4,outrageous,The <blank> injustice had been corrected on appeal.
4,overbearing,The <blank> father had driven his children away.
4,overbearing,She had found his <blank> manner intolerable.
4,overbearing,His <blank> personality had dominated the committee.
4,overbearing,The <blank> heat had made work impossible.
4,overbearing,She had been <blank> in her criticism.
4,overbearing,The <blank> presence of the guards had been felt.
4,overbearing,His <blank> attitude had lost him every friend.
4,overbearing,The <blank> weight of the evidence had convinced the jury.
4,overbearing,She had refused to be <blank> with her staff.
4,overbearing,The <blank> tone had been typical of his letters.
4,painstaking,The <blank> research had taken a decade.
4,painstaking,She had been <blank> in her preparation.
4,painstaking,His <blank> work had been recognised at last.
4,painstaking,The <blank> restoration had saved the manuscript.
4,painstaking,She had made a <blank> effort to get it right.
4,painstaking,The <blank> process had been documented.
4,painstaking,His <blank> attention to detail had been legendary.
4,painstaking,The <blank> search had found the needle in the haystack.
4,painstaking,She had been <blank> where others had been careless.
4,painstaking,The <blank> care had been evident in every line.
4,palaeontologist,The <blank> had discovered a new species of dinosaur.
4,palaeontologist,She had wanted to be a <blank> since childhood.
4,palaeontologist,His <blank> had been invited to lead the dig.
4,palaeontologist,The <blank> had identified the fossil.
4,palaeontologist,She had studied under a famous <blank>.
4,palaeontologist,The <blank> had written a paper on the find.
4,palaeontologist,His <blank> had been funded by the museum.
4,palaeontologist,The <blank> had brushed the sand from the bone.
4,palaeontologist,She had become a <blank> after a degree in geology.
4,palaeontologist,The <blank> had dated the rock layer.
4,palindrome,The <blank> had been her favourite word game.
4,palindrome,She had written a <blank> for the competition.
4,palindrome,His <blank> had been 'A man a plan a canal Panama.'
4,palindrome,The <blank> had read the same backwards and forwards.
4,palindrome,She had challenged him to invent a <blank>.
4,palindrome,The <blank> had been the title of the poem.
4,palindrome,His <blank> had been clever but obscure.
4,palindrome,The <blank> had amused the children.
4,palindrome,She had found the <blank> satisfying.
4,palindrome,The <blank> had been the only one she knew.
4,parliament,The <blank> had been dissolved by the king.
4,parliament,She had been elected to <blank> at the age of twenty-five.
4,parliament,His <blank> career had spanned thirty years.
4,parliament,The <blank> had debated the bill for three days.
4,parliament,She had addressed <blank> on the crisis.
4,parliament,The <blank> had voted against the measure.
4,parliament,His seat in <blank> had been safe.
4,parliament,The <blank> had been prorogued until the autumn.
4,parliament,She had been the first woman to sit in <blank>.
4,parliament,The <blank> had been recalled for an emergency session.
4,patronising,The <blank> tone had made her blood boil.
4,patronising,She had been offended by his <blank> manner.
4,patronising,His <blank> smile had suggested he knew better.
4,patronising,The <blank> comment had been meant as a compliment.
4,patronising,She had found the <blank> advice insulting.
4,patronising,The <blank> pat on the head had been the last straw.
4,patronising,His <blank> attitude had been noted by the team.
4,patronising,The <blank> remark had been overheard.
4,patronising,She had refused to tolerate <blank> behaviour.
4,patronising,The <blank> tone had been characteristic of the era.
4,patronizing,The <blank> tone had made her blood boil.
4,patronizing,She had been offended by his <blank> manner.
4,patronizing,His <blank> smile had suggested he knew better.
4,patronizing,The <blank> comment had been meant as a compliment.
4,patronizing,She had found the <blank> advice insulting.
4,patronizing,The <blank> pat on the head had been the last straw.
4,patronizing,His <blank> attitude had been noted by the team.
4,patronizing,The <blank> remark had been overheard.
4,patronizing,She had refused to tolerate <blank> behaviour.
4,patronizing,The <blank> tone had been characteristic of the era.
4,pejorative,The <blank> term had been struck from the record.
4,pejorative,She had objected to the <blank> use of the word.
4,pejorative,His <blank> description had been widely criticised.
4,pejorative,The <blank> sense of the word had emerged over time.
4,pejorative,She had avoided <blank> language in the report.
4,pejorative,The <blank> connotation had been unintended.
4,pejorative,His <blank> nickname had stuck.
4,pejorative,The <blank> implication had been clear.
4,pejorative,She had used the word in a <blank> way.
4,pejorative,The <blank> meaning had been the one intended.
4,perceptive,The <blank> comment had changed her view.
4,perceptive,She had always been a <blank> reader of character.
4,perceptive,His <blank> analysis had been widely praised.
4,perceptive,The <blank> remark had gone to the heart of the matter.
4,perceptive,She had written a <blank> review of the play.
4,perceptive,The <blank> observation had been noted.
4,perceptive,His <blank> eye had missed nothing.
